frame_id,track_id,vehicle_type,bbox,center_x,center_y,timestamp
150,6,car,"353,71,43,44",374.5,93.0,2026-02-18T17:35:58
150,12,car,"296,64,33,35",312.5,81.5,2026-02-18T17:35:58
160,1,bike,"411,228,20,45",421.0,250.5,2026-02-18T17:35:58
160,3,car,"217,39,28,29",231.0,53.5,2026-02-18T17:35:58
160,4,car,"246,52,34,35",263.0,69.5,2026-02-18T17:35:58
160,6,car,"353,71,43,45",374.5,93.5,2026-02-18T17:35:58
160,7,bike,"133,158,23,40",144.5,178.0,2026-02-18T17:35:58
160,12,car,"296,65,33,34",312.5,82.0,2026-02-18T17:35:58
170,1,bike,"413,265,25,48",425.5,289.0,2026-02-18T17:35:58
170,3,car,"217,40,29,28",231.5,54.0,2026-02-18T17:35:58
170,4,car,"246,51,34,36",263.0,69.0,2026-02-18T17:35:58
170,6,car,"355,72,40,43",375.0,93.5,2026-02-18T17:35:58
170,7,bike,"130,165,23,40",141.5,185.0,2026-02-18T17:35:58
180,3,car,"217,38,30,30",232.0,53.0,2026-02-18T17:35:59
180,4,car,"246,51,35,37",263.5,69.5,2026-02-18T17:35:59
180,6,car,"355,70,41,46",375.5,93.0,2026-02-18T17:35:59
180,7,bike,"186,174,24,38",198.0,193.0,2026-02-18T17:35:59
190,3,car,"217,39,30,29",232.0,53.5,2026-02-18T17:35:59
190,4,car,"246,51,35,37",263.5,69.5,2026-02-18T17:35:59
190,6,car,"355,72,40,44",375.0,94.0,2026-02-18T17:35:59
190,7,bike,"172,195,28,48",186.0,219.0,2026-02-18T17:35:59
190,11,bike,"115,198,29,47",129.5,221.5,2026-02-18T17:35:59
190,13,bike,"71,199,27,45",84.5,221.5,2026-02-18T17:35:59
200,2,bike,"290,230,25,50",302.5,255.0,2026-02-18T17:35:59
200,3,car,"218,39,29,29",232.5,53.5,2026-02-18T17:35:59
200,4,car,"246,52,34,34",263.0,69.0,2026-02-18T17:35:59
200,6,car,"355,73,41,44",375.5,95.0,2026-02-18T17:35:59
200,7,bike,"157,232,29,53",171.5,258.5,2026-02-18T17:35:59
200,13,bike,"56,228,22,41",67.0,248.5,2026-02-18T17:35:59
210,3,car,"216,44,29,26",230.5,57.0,2026-02-18T17:35:59
210,4,car,"246,54,33,34",262.5,71.0,2026-02-18T17:35:59
210,6,car,"354,71,42,46",375.0,94.0,2026-02-18T17:35:59
210,7,bike,"133,283,35,63",150.5,314.5,2026-02-18T17:35:59
220,3,car,"215,43,30,28",230.0,57.0,2026-02-18T17:36:00
220,4,car,"245,55,34,33",262.0,71.5,2026-02-18T17:36:00
220,6,car,"354,72,43,45",375.5,94.5,2026-02-18T17:36:00
220,12,car,"298,64,32,35",314.0,81.5,2026-02-18T17:36:00
230,3,car,"214,44,29,30",228.5,59.0,2026-02-18T17:36:00
230,4,car,"242,59,37,32",260.5,75.0,2026-02-18T17:36:00
240,2,bike,"239,183,24,52",251.0,209.0,2026-02-18T17:36:00
240,3,car,"208,49,32,27",224.0,62.5,2026-02-18T17:36:00
240,4,car,"240,63,35,35",257.5,80.5,2026-02-18T17:36:00
240,6,car,"355,74,44,47",377.0,97.5,2026-02-18T17:36:00
250,3,car,"208,52,29,27",222.5,65.5,2026-02-18T17:36:00
250,4,car,"239,67,36,36",257.0,85.0,2026-02-18T17:36:00
250,6,car,"355,75,40,43",375.0,96.5,2026-02-18T17:36:00
260,1,bike,"430,225,24,47",442.0,248.5,2026-02-18T17:36:01
260,3,car,"204,55,30,32",219.0,71.0,2026-02-18T17:36:01
260,4,car,"236,73,38,39",255.0,92.5,2026-02-18T17:36:01
260,6,car,"356,75,41,44",376.5,97.0,2026-02-18T17:36:01
260,12,car,"297,70,30,34",312.0,87.0,2026-02-18T17:36:01
260,14,car,"256,35,27,31",269.5,50.5,2026-02-18T17:36:01
270,2,car,"259,153,38,50",278.0,178.0,2026-02-18T17:36:01
270,3,car,"201,63,34,30",218.0,78.0,2026-02-18T17:36:01
270,4,car,"234,78,39,47",253.5,101.5,2026-02-18T17:36:01
270,6,car,"355,72,44,50",377.0,97.0,2026-02-18T17:36:01
270,14,car,"257,36,25,32",269.5,52.0,2026-02-18T17:36:01
280,3,car,"196,67,36,31",214.0,82.5,2026-02-18T17:36:01
280,4,car,"229,88,41,51",249.5,113.5,2026-02-18T17:36:01
280,6,car,"355,75,45,49",377.5,99.5,2026-02-18T17:36:01
280,12,car,"296,74,35,39",313.5,93.5,2026-02-18T17:36:01
280,14,car,"255,36,29,34",269.5,53.0,2026-02-18T17:36:01
280,15,car,"229,30,23,23",240.5,41.5,2026-02-18T17:36:01
290,3,car,"192,69,38,38",211.0,88.0,2026-02-18T17:36:01
290,4,car,"219,100,48,59",243.0,129.5,2026-02-18T17:36:01
290,6,car,"357,78,43,50",378.5,103.0,2026-02-18T17:36:01
290,7,bike,"257,264,33,53",273.5,290.5,2026-02-18T17:36:01
290,12,car,"297,79,35,38",314.5,98.0,2026-02-18T17:36:01
290,14,car,"254,41,30,32",269.0,57.0,2026-02-18T17:36:01
290,15,car,"228,33,23,22",239.5,44.0,2026-02-18T17:36:01
300,3,car,"187,74,39,42",206.5,95.0,2026-02-18T17:36:02
300,4,car,"212,117,52,65",238.0,149.5,2026-02-18T17:36:02
300,6,car,"359,78,44,53",381.0,104.5,2026-02-18T17:36:02
300,12,car,"299,83,35,42",316.5,104.0,2026-02-18T17:36:02
300,15,car,"226,36,22,22",237.0,47.0,2026-02-18T17:36:02
300,16,car,"41,62,33,26",57.5,75.0,2026-02-18T17:36:02
310,3,car,"181,84,43,42",202.5,105.0,2026-02-18T17:36:02
310,4,car,"202,135,58,79",231.0,174.5,2026-02-18T17:36:02
310,6,car,"360,82,47,55",383.5,109.5,2026-02-18T17:36:02
310,7,bike,"317,206,18,37",326.0,224.5,2026-02-18T17:36:02
310,12,car,"299,92,39,45",318.5,114.5,2026-02-18T17:36:02
310,14,car,"298,52,23,31",309.5,67.5,2026-02-18T17:36:02
310,15,car,"226,40,22,22",237.0,51.0,2026-02-18T17:36:02
320,2,car,"258,160,40,52",278.0,186.0,2026-02-18T17:36:02
320,3,car,"173,93,48,52",197.0,119.0,2026-02-18T17:36:02
320,4,car,"182,163,72,97",218.0,211.5,2026-02-18T17:36:02
320,6,car,"361,90,49,55",385.5,117.5,2026-02-18T17:36:02
320,12,car,"298,98,41,51",318.5,123.5,2026-02-18T17:36:02
320,15,car,"218,42,28,26",232.0,55.0,2026-02-18T17:36:02
