frame,track_id,violation_type,vehicle_type,signal_state,timestamp
8,1,Rash Driving,car,RED,2026-02-13T18:19:44
8,2,Rash Driving,car,RED,2026-02-13T18:19:44
8,3,Rash Driving,car,RED,2026-02-13T18:19:44
8,4,Rash Driving,car,RED,2026-02-13T18:19:44
8,5,Rash Driving,bike,RED,2026-02-13T18:19:44
8,6,Rash Driving,bike,RED,2026-02-13T18:19:44
12,8,Rash Driving,bike,RED,2026-02-13T18:19:44
12,9,Rash Driving,bike,RED,2026-02-13T18:19:44
36,1,Rash Driving,car,RED,2026-02-13T18:19:45
36,3,Rash Driving,car,RED,2026-02-13T18:19:45
36,4,Rash Driving,car,RED,2026-02-13T18:19:45
36,7,Rash Driving,bike,RED,2026-02-13T18:19:45
40,5,Rash Driving,bike,RED,2026-02-13T18:19:45
40,8,Rash Driving,bike,RED,2026-02-13T18:19:45
40,9,Rash Driving,bike,RED,2026-02-13T18:19:45
64,1,Rash Driving,car,RED,2026-02-13T18:19:47
64,3,Rash Driving,car,RED,2026-02-13T18:19:47
64,4,Rash Driving,car,RED,2026-02-13T18:19:47
64,7,Rash Driving,bike,RED,2026-02-13T18:19:47
68,9,Rash Driving,bike,RED,2026-02-13T18:19:47
68,10,Red Light Jump,car,RED,2026-02-13T18:19:47
68,10,Rash Driving,car,RED,2026-02-13T18:19:47
84,11,Rash Driving,bike,GREEN,2026-02-13T18:19:47
88,12,Rash Driving,truck,GREEN,2026-02-13T18:19:47
92,3,Rash Driving,car,GREEN,2026-02-13T18:19:48
92,7,Rash Driving,bike,GREEN,2026-02-13T18:19:48
96,1,Rash Driving,bike,GREEN,2026-02-13T18:19:48
96,4,Rash Driving,car,GREEN,2026-02-13T18:19:48
120,3,Rash Driving,car,GREEN,2026-02-13T18:19:49
120,7,Rash Driving,bike,GREEN,2026-02-13T18:19:49
120,12,Rash Driving,car,GREEN,2026-02-13T18:19:49
120,14,Rash Driving,bike,GREEN,2026-02-13T18:19:49
124,1,Rash Driving,bike,GREEN,2026-02-13T18:19:49
124,4,Rash Driving,car,GREEN,2026-02-13T18:19:49
124,11,Rash Driving,bike,GREEN,2026-02-13T18:19:49
124,15,Rash Driving,bike,GREEN,2026-02-13T18:19:49
140,10,Rash Driving,bike,GREEN,2026-02-13T18:19:50
148,3,Rash Driving,car,GREEN,2026-02-13T18:19:50
148,7,Rash Driving,bike,GREEN,2026-02-13T18:19:50
148,12,Rash Driving,car,GREEN,2026-02-13T18:19:50
148,14,Rash Driving,bike,GREEN,2026-02-13T18:19:50
148,16,Rash Driving,car,GREEN,2026-02-13T18:19:50
152,1,Rash Driving,bike,RED,2026-02-13T18:19:50
152,4,Rash Driving,car,RED,2026-02-13T18:19:50
168,15,Rash Driving,bike,RED,2026-02-13T18:19:51
172,17,Rash Driving,bike,RED,2026-02-13T18:19:51
176,10,Rash Driving,bike,RED,2026-02-13T18:19:51
176,12,Rash Driving,car,RED,2026-02-13T18:19:51
176,14,Rash Driving,bike,RED,2026-02-13T18:19:51
176,16,Rash Driving,car,RED,2026-02-13T18:19:51
180,1,Rash Driving,bike,RED,2026-02-13T18:19:51
180,4,Rash Driving,car,RED,2026-02-13T18:19:51
188,18,Rash Driving,bike,RED,2026-02-13T18:19:51
192,19,Rash Driving,bike,RED,2026-02-13T18:19:52
196,15,Rash Driving,bike,RED,2026-02-13T18:19:52
200,17,Rash Driving,bike,RED,2026-02-13T18:19:52
204,10,Rash Driving,bike,RED,2026-02-13T18:19:52
204,16,Rash Driving,car,RED,2026-02-13T18:19:52
204,20,Red Light Jump,bike,RED,2026-02-13T18:19:52
204,20,Rash Driving,bike,RED,2026-02-13T18:19:52
208,1,Rash Driving,bike,RED,2026-02-13T18:19:52
208,4,Rash Driving,car,RED,2026-02-13T18:19:52
208,11,Rash Driving,bike,RED,2026-02-13T18:19:52
212,14,Rash Driving,bike,RED,2026-02-13T18:19:52
224,10,Red Light Jump,car,RED,2026-02-13T18:19:53
228,17,Rash Driving,bike,GREEN,2026-02-13T18:19:53
228,18,Rash Driving,bike,GREEN,2026-02-13T18:19:53
228,19,Rash Driving,bike,GREEN,2026-02-13T18:19:53
232,16,Rash Driving,car,GREEN,2026-02-13T18:19:53
236,4,Rash Driving,car,GREEN,2026-02-13T18:19:53
236,15,Rash Driving,bike,GREEN,2026-02-13T18:19:53
236,20,Rash Driving,bike,GREEN,2026-02-13T18:19:53
240,1,Rash Driving,bike,GREEN,2026-02-13T18:19:53
252,10,Rash Driving,car,GREEN,2026-02-13T18:19:54
252,14,Rash Driving,bike,GREEN,2026-02-13T18:19:54
256,21,Rash Driving,bike,GREEN,2026-02-13T18:19:54
260,16,Rash Driving,car,GREEN,2026-02-13T18:19:54
264,20,Rash Driving,bike,GREEN,2026-02-13T18:19:54
268,17,Rash Driving,bike,GREEN,2026-02-13T18:19:54
268,18,Rash Driving,bike,GREEN,2026-02-13T18:19:54
284,10,Rash Driving,bike,GREEN,2026-02-13T18:19:55
284,21,Rash Driving,bike,GREEN,2026-02-13T18:19:55
288,16,Rash Driving,car,GREEN,2026-02-13T18:19:55
292,22,Rash Driving,car,GREEN,2026-02-13T18:19:55
292,23,Rash Driving,bike,GREEN,2026-02-13T18:19:55
300,17,Rash Driving,car,RED,2026-02-13T18:19:55
300,18,Rash Driving,bike,RED,2026-02-13T18:19:55
300,20,Rash Driving,bike,RED,2026-02-13T18:19:55
308,24,Rash Driving,bike,RED,2026-02-13T18:19:56
312,10,Rash Driving,bike,RED,2026-02-13T18:19:56
316,16,Rash Driving,car,RED,2026-02-13T18:19:56
320,22,Red Light Jump,bike,RED,2026-02-13T18:19:56
328,17,Rash Driving,car,RED,2026-02-13T18:19:56
332,25,Rash Driving,car,RED,2026-02-13T18:19:57
336,26,Rash Driving,car,RED,2026-02-13T18:19:57
340,10,Rash Driving,bike,RED,2026-02-13T18:19:57
340,20,Rash Driving,bike,RED,2026-02-13T18:19:57
340,22,Rash Driving,bike,RED,2026-02-13T18:19:57
344,16,Rash Driving,car,RED,2026-02-13T18:19:57
348,24,Rash Driving,bike,RED,2026-02-13T18:19:57
360,17,Rash Driving,car,RED,2026-02-13T18:19:58
360,27,Rash Driving,bike,RED,2026-02-13T18:19:58
364,23,Rash Driving,bike,RED,2026-02-13T18:19:58
372,16,Rash Driving,car,RED,2026-02-13T18:19:58
372,21,Rash Driving,bike,RED,2026-02-13T18:19:58
372,22,Rash Driving,bike,RED,2026-02-13T18:19:58
376,24,Rash Driving,bike,GREEN,2026-02-13T18:19:58
384,10,Rash Driving,bike,GREEN,2026-02-13T18:19:59
392,18,Rash Driving,bike,GREEN,2026-02-13T18:19:59
392,27,Rash Driving,bike,GREEN,2026-02-13T18:19:59
400,16,Rash Driving,car,GREEN,2026-02-13T18:19:59
400,22,Rash Driving,bike,GREEN,2026-02-13T18:19:59
404,24,Rash Driving,bike,GREEN,2026-02-13T18:19:59
404,28,Rash Driving,bike,GREEN,2026-02-13T18:19:59
408,26,Rash Driving,bike,GREEN,2026-02-13T18:20:00
420,25,Rash Driving,bike,GREEN,2026-02-13T18:20:00
428,16,Rash Driving,car,GREEN,2026-02-13T18:20:00
428,22,Rash Driving,bike,GREEN,2026-02-13T18:20:00
428,27,Rash Driving,bike,GREEN,2026-02-13T18:20:00
432,17,Rash Driving,bike,GREEN,2026-02-13T18:20:00
432,24,Rash Driving,bike,GREEN,2026-02-13T18:20:00
432,28,Rash Driving,bike,GREEN,2026-02-13T18:20:00
452,29,Rash Driving,bus,RED,2026-02-13T18:20:01
456,26,Rash Driving,car,RED,2026-02-13T18:20:01
460,24,Rash Driving,bike,RED,2026-02-13T18:20:01
464,25,Rash Driving,bike,RED,2026-02-13T18:20:02
468,28,Rash Driving,bike,RED,2026-02-13T18:20:02
476,17,Rash Driving,bike,RED,2026-02-13T18:20:02
476,22,Rash Driving,bike,RED,2026-02-13T18:20:02
488,26,Red Light Jump,car,RED,2026-02-13T18:20:03
492,30,Rash Driving,bike,RED,2026-02-13T18:20:03
492,31,Rash Driving,bike,RED,2026-02-13T18:20:03
500,27,Rash Driving,car,RED,2026-02-13T18:20:03
504,17,Rash Driving,bike,RED,2026-02-13T18:20:03
504,24,Rash Driving,bike,RED,2026-02-13T18:20:03
504,33,Rash Driving,bike,RED,2026-02-13T18:20:03
508,29,Red Light Jump,bike,RED,2026-02-13T18:20:03
512,22,Rash Driving,car,RED,2026-02-13T18:20:03
512,28,Rash Driving,truck,RED,2026-02-13T18:20:03
512,34,Rash Driving,bike,RED,2026-02-13T18:20:03
516,25,Rash Driving,bike,RED,2026-02-13T18:20:04
516,26,Rash Driving,car,RED,2026-02-13T18:20:04
516,29,Rash Driving,bike,RED,2026-02-13T18:20:04
520,30,Rash Driving,bike,RED,2026-02-13T18:20:04
528,27,Rash Driving,car,GREEN,2026-02-13T18:20:04
532,17,Rash Driving,bike,GREEN,2026-02-13T18:20:04
540,22,Rash Driving,car,GREEN,2026-02-13T18:20:04
544,34,Rash Driving,bike,GREEN,2026-02-13T18:20:05
556,25,Rash Driving,bike,GREEN,2026-02-13T18:20:05
556,27,Rash Driving,car,GREEN,2026-02-13T18:20:05
556,28,Rash Driving,bike,GREEN,2026-02-13T18:20:05
560,35,Rash Driving,car,GREEN,2026-02-13T18:20:05
568,22,Rash Driving,car,GREEN,2026-02-13T18:20:06
568,36,Rash Driving,bus,GREEN,2026-02-13T18:20:06
572,26,Rash Driving,truck,GREEN,2026-02-13T18:20:06
576,37,Rash Driving,truck,GREEN,2026-02-13T18:20:06
584,27,Rash Driving,car,GREEN,2026-02-13T18:20:06
584,28,Rash Driving,bike,GREEN,2026-02-13T18:20:06
596,22,Rash Driving,car,GREEN,2026-02-13T18:20:07
596,36,Rash Driving,bus,GREEN,2026-02-13T18:20:07
600,29,Rash Driving,bike,RED,2026-02-13T18:20:07
600,35,Rash Driving,car,RED,2026-02-13T18:20:07
604,25,Rash Driving,bike,RED,2026-02-13T18:20:07
608,17,Rash Driving,bike,RED,2026-02-13T18:20:07
608,37,Rash Driving,truck,RED,2026-02-13T18:20:07
608,38,Rash Driving,bike,RED,2026-02-13T18:20:07
612,34,Rash Driving,bike,RED,2026-02-13T18:20:08
616,27,Rash Driving,car,RED,2026-02-13T18:20:08
616,28,Rash Driving,bike,RED,2026-02-13T18:20:08
620,26,Rash Driving,truck,RED,2026-02-13T18:20:08
624,22,Rash Driving,car,RED,2026-02-13T18:20:08
628,29,Rash Driving,bike,RED,2026-02-13T18:20:08
628,35,Rash Driving,car,RED,2026-02-13T18:20:08
628,36,Rash Driving,bus,RED,2026-02-13T18:20:08
632,25,Rash Driving,bike,RED,2026-02-13T18:20:08
636,37,Rash Driving,truck,RED,2026-02-13T18:20:08
644,27,Rash Driving,car,RED,2026-02-13T18:20:09
656,17,Rash Driving,bike,RED,2026-02-13T18:20:09
656,34,Rash Driving,bike,RED,2026-02-13T18:20:09
656,35,Rash Driving,car,RED,2026-02-13T18:20:09
656,36,Rash Driving,bus,RED,2026-02-13T18:20:09
660,36,Red Light Jump,bus,RED,2026-02-13T18:20:10
664,29,Rash Driving,bike,RED,2026-02-13T18:20:10
668,37,Red Light Jump,truck,RED,2026-02-13T18:20:10
668,37,Rash Driving,truck,RED,2026-02-13T18:20:10
672,27,Rash Driving,car,RED,2026-02-13T18:20:10
680,26,Rash Driving,truck,GREEN,2026-02-13T18:20:10
684,35,Rash Driving,car,GREEN,2026-02-13T18:20:10
684,36,Rash Driving,bus,GREEN,2026-02-13T18:20:10
692,25,Rash Driving,bike,GREEN,2026-02-13T18:20:11
696,29,Rash Driving,bike,GREEN,2026-02-13T18:20:11
696,39,Rash Driving,bike,GREEN,2026-02-13T18:20:11
700,27,Rash Driving,car,GREEN,2026-02-13T18:20:11
704,37,Rash Driving,car,GREEN,2026-02-13T18:20:11
708,40,Rash Driving,truck,GREEN,2026-02-13T18:20:11
708,41,Rash Driving,car,GREEN,2026-02-13T18:20:11
712,35,Rash Driving,car,GREEN,2026-02-13T18:20:12
712,36,Rash Driving,bus,GREEN,2026-02-13T18:20:12
720,26,Rash Driving,car,GREEN,2026-02-13T18:20:12
728,27,Rash Driving,car,GREEN,2026-02-13T18:20:12
728,34,Rash Driving,bike,GREEN,2026-02-13T18:20:12
740,35,Rash Driving,car,GREEN,2026-02-13T18:20:13
