frame,track_id,violation_type,vehicle_type,signal_state,timestamp
228,18,Rash Driving,bike,GREEN,2026-02-13T21:02:44
228,19,Rash Driving,bike,GREEN,2026-02-13T21:02:44
232,16,Rash Driving,car,GREEN,2026-02-13T21:02:45
236,4,Rash Driving,car,GREEN,2026-02-13T21:02:45
236,15,Rash Driving,bike,GREEN,2026-02-13T21:02:45
236,20,Rash Driving,bike,GREEN,2026-02-13T21:02:45
240,1,Rash Driving,bike,GREEN,2026-02-13T21:02:45
252,10,Rash Driving,car,GREEN,2026-02-13T21:02:45
252,14,Rash Driving,bike,GREEN,2026-02-13T21:02:45
256,21,Rash Driving,bike,GREEN,2026-02-13T21:02:46
260,16,Rash Driving,car,GREEN,2026-02-13T21:02:46
264,20,Rash Driving,bike,GREEN,2026-02-13T21:02:46
268,17,Rash Driving,bike,GREEN,2026-02-13T21:02:46
268,18,Rash Driving,bike,GREEN,2026-02-13T21:02:46
284,10,Rash Driving,bike,GREEN,2026-02-13T21:02:47
284,21,Rash Driving,bike,GREEN,2026-02-13T21:02:47
288,16,Rash Driving,car,GREEN,2026-02-13T21:02:47
292,22,Rash Driving,car,GREEN,2026-02-13T21:02:47
292,23,Rash Driving,bike,GREEN,2026-02-13T21:02:47
300,17,Rash Driving,car,RED,2026-02-13T21:02:47
300,18,Rash Driving,bike,RED,2026-02-13T21:02:47
300,20,Rash Driving,bike,RED,2026-02-13T21:02:47
308,24,Rash Driving,bike,RED,2026-02-13T21:02:47
312,10,Rash Driving,bike,RED,2026-02-13T21:02:48
316,16,Rash Driving,car,RED,2026-02-13T21:02:48
320,22,Red Light Jump,bike,RED,2026-02-13T21:02:48
328,17,Rash Driving,car,RED,2026-02-13T21:02:48
332,25,Rash Driving,car,RED,2026-02-13T21:02:48
336,26,Rash Driving,car,RED,2026-02-13T21:02:48
340,10,Rash Driving,bike,RED,2026-02-13T21:02:49
340,20,Rash Driving,bike,RED,2026-02-13T21:02:49
340,22,Rash Driving,bike,RED,2026-02-13T21:02:49
344,16,Rash Driving,car,RED,2026-02-13T21:02:49
348,24,Rash Driving,bike,RED,2026-02-13T21:02:49
360,17,Rash Driving,car,RED,2026-02-13T21:02:49
360,27,Rash Driving,bike,RED,2026-02-13T21:02:49
364,23,Rash Driving,bike,RED,2026-02-13T21:02:49
372,16,Rash Driving,car,RED,2026-02-13T21:02:50
372,21,Rash Driving,bike,RED,2026-02-13T21:02:50
372,22,Rash Driving,bike,RED,2026-02-13T21:02:50
376,24,Rash Driving,bike,GREEN,2026-02-13T21:02:50
384,10,Rash Driving,bike,GREEN,2026-02-13T21:02:50
392,18,Rash Driving,bike,GREEN,2026-02-13T21:02:51
392,27,Rash Driving,bike,GREEN,2026-02-13T21:02:51
400,16,Rash Driving,car,GREEN,2026-02-13T21:02:51
400,22,Rash Driving,bike,GREEN,2026-02-13T21:02:51
404,24,Rash Driving,bike,GREEN,2026-02-13T21:02:51
404,28,Rash Driving,bike,GREEN,2026-02-13T21:02:51
408,26,Rash Driving,bike,GREEN,2026-02-13T21:02:51
420,25,Rash Driving,bike,GREEN,2026-02-13T21:02:52
428,16,Rash Driving,car,GREEN,2026-02-13T21:02:52
428,22,Rash Driving,bike,GREEN,2026-02-13T21:02:52
428,27,Rash Driving,bike,GREEN,2026-02-13T21:02:52
432,17,Rash Driving,bike,GREEN,2026-02-13T21:02:52
432,24,Rash Driving,bike,GREEN,2026-02-13T21:02:52
432,28,Rash Driving,bike,GREEN,2026-02-13T21:02:52
452,29,Rash Driving,bus,RED,2026-02-13T21:02:53
456,26,Rash Driving,car,RED,2026-02-13T21:02:53
460,24,Rash Driving,bike,RED,2026-02-13T21:02:53
464,25,Rash Driving,bike,RED,2026-02-13T21:02:53
468,28,Rash Driving,bike,RED,2026-02-13T21:02:53
476,17,Rash Driving,bike,RED,2026-02-13T21:02:54
476,22,Rash Driving,bike,RED,2026-02-13T21:02:54
488,26,Red Light Jump,car,RED,2026-02-13T21:02:54
492,30,Rash Driving,bike,RED,2026-02-13T21:02:54
492,31,Rash Driving,bike,RED,2026-02-13T21:02:54
500,27,Rash Driving,car,RED,2026-02-13T21:02:54
504,17,Rash Driving,bike,RED,2026-02-13T21:02:55
504,24,Rash Driving,bike,RED,2026-02-13T21:02:55
504,33,Rash Driving,bike,RED,2026-02-13T21:02:55
508,29,Red Light Jump,bike,RED,2026-02-13T21:02:55
512,22,Rash Driving,car,RED,2026-02-13T21:02:55
512,28,Rash Driving,truck,RED,2026-02-13T21:02:55
512,34,Rash Driving,bike,RED,2026-02-13T21:02:55
516,25,Rash Driving,bike,RED,2026-02-13T21:02:55
516,26,Rash Driving,car,RED,2026-02-13T21:02:55
516,29,Rash Driving,bike,RED,2026-02-13T21:02:55
520,30,Rash Driving,bike,RED,2026-02-13T21:02:55
528,27,Rash Driving,car,GREEN,2026-02-13T21:02:56
532,17,Rash Driving,bike,GREEN,2026-02-13T21:02:56
540,22,Rash Driving,car,GREEN,2026-02-13T21:02:56
544,34,Rash Driving,bike,GREEN,2026-02-13T21:02:56
556,25,Rash Driving,bike,GREEN,2026-02-13T21:02:57
556,27,Rash Driving,car,GREEN,2026-02-13T21:02:57
556,28,Rash Driving,bike,GREEN,2026-02-13T21:02:57
560,35,Rash Driving,car,GREEN,2026-02-13T21:02:57
568,22,Rash Driving,car,GREEN,2026-02-13T21:02:57
568,36,Rash Driving,bus,GREEN,2026-02-13T21:02:57
572,26,Rash Driving,truck,GREEN,2026-02-13T21:02:57
576,37,Rash Driving,truck,GREEN,2026-02-13T21:02:57
584,27,Rash Driving,car,GREEN,2026-02-13T21:02:58
584,28,Rash Driving,bike,GREEN,2026-02-13T21:02:58
596,22,Rash Driving,car,GREEN,2026-02-13T21:02:58
596,36,Rash Driving,bus,GREEN,2026-02-13T21:02:58
600,29,Rash Driving,bike,RED,2026-02-13T21:02:58
600,35,Rash Driving,car,RED,2026-02-13T21:02:58
604,25,Rash Driving,bike,RED,2026-02-13T21:02:59
608,17,Rash Driving,bike,RED,2026-02-13T21:02:59
608,37,Rash Driving,truck,RED,2026-02-13T21:02:59
608,38,Rash Driving,bike,RED,2026-02-13T21:02:59
612,34,Rash Driving,bike,RED,2026-02-13T21:02:59
616,27,Rash Driving,car,RED,2026-02-13T21:02:59
616,28,Rash Driving,bike,RED,2026-02-13T21:02:59
620,26,Rash Driving,truck,RED,2026-02-13T21:02:59
624,22,Rash Driving,car,RED,2026-02-13T21:02:59
628,29,Rash Driving,bike,RED,2026-02-13T21:02:59
628,35,Rash Driving,car,RED,2026-02-13T21:02:59
628,36,Rash Driving,bus,RED,2026-02-13T21:02:59
632,25,Rash Driving,bike,RED,2026-02-13T21:03:00
636,37,Rash Driving,truck,RED,2026-02-13T21:03:00
644,27,Rash Driving,car,RED,2026-02-13T21:03:00
656,17,Rash Driving,bike,RED,2026-02-13T21:03:01
656,34,Rash Driving,bike,RED,2026-02-13T21:03:01
656,35,Rash Driving,car,RED,2026-02-13T21:03:01
656,36,Rash Driving,bus,RED,2026-02-13T21:03:01
660,36,Red Light Jump,bus,RED,2026-02-13T21:03:01
664,29,Rash Driving,bike,RED,2026-02-13T21:03:01
668,37,Red Light Jump,truck,RED,2026-02-13T21:03:01
668,37,Rash Driving,truck,RED,2026-02-13T21:03:01
672,27,Rash Driving,car,RED,2026-02-13T21:03:01
680,26,Rash Driving,truck,GREEN,2026-02-13T21:03:02
684,35,Rash Driving,car,GREEN,2026-02-13T21:03:02
684,36,Rash Driving,bus,GREEN,2026-02-13T21:03:02
692,25,Rash Driving,bike,GREEN,2026-02-13T21:03:02
696,29,Rash Driving,bike,GREEN,2026-02-13T21:03:02
696,39,Rash Driving,bike,GREEN,2026-02-13T21:03:02
700,27,Rash Driving,car,GREEN,2026-02-13T21:03:02
704,37,Rash Driving,car,GREEN,2026-02-13T21:03:03
708,40,Rash Driving,truck,GREEN,2026-02-13T21:03:03
708,41,Rash Driving,car,GREEN,2026-02-13T21:03:03
712,35,Rash Driving,car,GREEN,2026-02-13T21:03:03
712,36,Rash Driving,bus,GREEN,2026-02-13T21:03:03
720,26,Rash Driving,car,GREEN,2026-02-13T21:03:03
728,27,Rash Driving,car,GREEN,2026-02-13T21:03:04
728,34,Rash Driving,bike,GREEN,2026-02-13T21:03:04
740,35,Rash Driving,car,GREEN,2026-02-13T21:03:04
740,42,Rash Driving,bus,GREEN,2026-02-13T21:03:04
744,36,Rash Driving,bus,GREEN,2026-02-13T21:03:04
744,37,Rash Driving,car,GREEN,2026-02-13T21:03:04
752,29,Rash Driving,bike,RED,2026-02-13T21:03:05
752,43,Rash Driving,bike,RED,2026-02-13T21:03:05
756,27,Rash Driving,car,RED,2026-02-13T21:03:05
768,35,Rash Driving,car,RED,2026-02-13T21:03:05
772,36,Rash Driving,bus,RED,2026-02-13T21:03:06
772,37,Rash Driving,car,RED,2026-02-13T21:03:06
780,41,Red Light Jump,car,RED,2026-02-13T21:03:06
784,27,Rash Driving,car,RED,2026-02-13T21:03:06
784,44,Rash Driving,bike,RED,2026-02-13T21:03:06
796,35,Rash Driving,car,RED,2026-02-13T21:03:07
796,41,Rash Driving,car,RED,2026-02-13T21:03:07
800,43,Rash Driving,bike,RED,2026-02-13T21:03:07
804,36,Rash Driving,bus,RED,2026-02-13T21:03:07
804,42,Red Light Jump,truck,RED,2026-02-13T21:03:07
808,37,Red Light Jump,car,RED,2026-02-13T21:03:07
812,27,Rash Driving,car,RED,2026-02-13T21:03:07
812,29,Rash Driving,bike,RED,2026-02-13T21:03:07
812,45,Rash Driving,bike,RED,2026-02-13T21:03:07
